Are you self-employed?,How many employees does your company or organization have?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Have you ever discussed your mental health with coworkers?,"Overall, how much importance does your employer place on mental health?",Do you *currently* have a mental health disorder?,Have you ever been *diagnosed* with a mental health disorder?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,How willing would you be to share with friends and family that you have a mental illness?,Are you openly identified at work as a person with a mental health issue?,Have you observed or experienced an *unsupportive or badly handled response* to a mental health issue in your current or previous workplace?,Have you observed or experienced a *supportive or well handled response* to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",Age,Gender,Race,Country,State
0,100-500,1,No,No,No,I don't know,0,4,Yes,Yes,1,I don't know,6,0,Maybe/Not sure,No,3,27,Woman,,Poland,
0,More than 1000,1,Yes,Yes,Yes,Somewhat easy,1,7,Yes,Yes,1,I don't know,9,1,"Yes, I experienced","Yes, I experienced",3,34,Male,,United States of America,New York
0,26-100,1,No,No,No,I don't know,0,3,No,,0,No,10,0,No,No,1,30,male,,Taiwan,
0,26-100,1,No,No,No,Difficult,1,3,Possibly,,1,I don't know,10,0,"Yes, I observed",No,1,24,Male,,Australia,
0,More than 1000,1,Not eligible for coverage / NA,No,I don't know,Difficult,0,5,No,,0,No,1,0,No,Maybe/Not sure,2,50,Male,,India,
0,More than 1000,1,Yes,Yes,Yes,Very easy,0,7,No,,0,No,7,0,No,No,2,27,Male,White,United States of America,New Mexico
0,100-500,1,Yes,Yes,I don't know,Somewhat easy,0,5,Possibly,,1,Yes,8,0,No,"Yes, I experienced",2,28,Male,,United Kingdom,
0,More than 1000,1,I don't know,No,No,Difficult,0,7,No,,0,No,7,0,No,No,3,27,female,,India,
0,500-1000,1,I don't know,No,No,Difficult,0,7,Yes,Yes,1,Yes,10,0,No,No,1,34,Male,White,United States of America,New York
0,100-500,1,No,No,No,Neither easy nor difficult,1,6,Don't Know,,0,I don't know,6,0,"Yes, I experienced",No,3,42,M,,India,
0,500-1000,1,Yes,Yes,Yes,Somewhat easy,1,8,Yes,No,0,No,5,1,Maybe/Not sure,"Yes, I observed",5,22,,,Indonesia,
0,100-500,1,No,No,No,Difficult,0,0,Possibly,,0,No,0,0,"Yes, I experienced",No,1,28,female,,India,
0,26-100,1,Yes,Yes,Yes,Very easy,0,8,No,,0,No,5,0,No,"Yes, I observed",3,36,Male,Asian,United States of America,District of Columbia
0,More than 1000,0,No,Yes,No,Somewhat easy,0,3,Possibly,,0,No,5,0,Maybe/Not sure,Maybe/Not sure,2,41,Male,,India,
0,6-25,1,Yes,No,No,Somewhat difficult,1,4,Yes,Yes,1,Yes,9,0,Maybe/Not sure,Maybe/Not sure,3,30,male,White,United States of America,Washington
0,100-500,1,I don't know,Yes,Yes,Somewhat easy,0,9,Don't Know,,0,I don't know,5,0,No,Maybe/Not sure,3,34,male,,Australia,
0,More than 1000,0,I don't know,Yes,No,Somewhat easy,0,3,Possibly,,0,No,10,0,Maybe/Not sure,Maybe/Not sure,3,23,female,,Germany,
0,More than 1000,1,No,No,No,Somewhat difficult,1,4,Don't Know,,0,No,8,0,Maybe/Not sure,"Yes, I observed",2,29,female,,Brazil,
0,500-1000,1,Yes,No,Yes,Somewhat easy,0,5,No,,1,No,8,0,No,"Yes, I observed",3,58,male,White,United States of America,Indiana
0,100-500,1,I don't know,No,No,I don't know,1,5,Don't Know,,0,No,8,0,Maybe/Not sure,"Yes, I experienced",3,40,Male,,Netherlands,
0,100-500,1,Not eligible for coverage / NA,No,No,Difficult,1,2,Yes,Yes,1,Yes,8,1,"Yes, I experienced",Maybe/Not sure,2,32,Male,,United States of America,California
0,100-500,1,I don't know,I don't know,I don't know,Neither easy nor difficult,1,7,Possibly,,0,Yes,3,0,"Yes, I observed",Maybe/Not sure,2,30,Male,,Portugal,
0,500-1000,1,Yes,Yes,Yes,Somewhat easy,1,7,Yes,Yes,1,Yes,8,0,No,"Yes, I experienced",4,33,FEMALE,White,United States of America,Michigan
0,26-100,0,I don't know,No,Yes,Somewhat difficult,1,6,No,,1,No,9,0,Maybe/Not sure,Maybe/Not sure,3,22,f,,Netherlands,
0,More than 1000,1,Yes,I don't know,Yes,Very easy,0,6,Possibly,,1,No,3,0,No,No,3,30,F,Asian,United States of America,Massachusetts
0,6-25,1,No,No,No,Difficult,1,0,Yes,Yes,1,Yes,10,1,"Yes, I experienced",No,1,34,Male,,South Africa,
0,6-25,1,Yes,Yes,Yes,Neither easy nor difficult,0,5,Possibly,,1,I don't know,7,0,Maybe/Not sure,"Yes, I experienced",3,44,Male,White,United States of America,Indiana
0,26-100,1,Yes,No,I don't know,Very easy,1,5,Yes,Yes,1,I don't know,10,1,"Yes, I observed","Yes, I experienced",2,30,Male,White,United States of America,Illinois
0,100-500,1,Yes,Yes,Yes,Difficult,0,5,Yes,Yes,1,I don't know,9,0,No,No,3,39,Male,White,United States of America,New York
0,500-1000,1,Yes,No,No,Somewhat difficult,0,3,Don't Know,,0,No,5,0,No,Maybe/Not sure,4,48,M,,India,
0,26-100,1,I don't know,No,No,Difficult,0,4,Possibly,,1,Yes,2,0,Maybe/Not sure,No,2,26,Male,White,United States of America,Tennessee
0,26-100,1,I don't know,No,Yes,Somewhat easy,0,5,Possibly,,1,Yes,8,0,No,No,3,28,female,,Germany,
0,More than 1000,1,Yes,I don't know,I don't know,Somewhat easy,0,5,Possibly,,1,I don't know,8,0,Maybe/Not sure,Maybe/Not sure,2,36,Male,White,United States of America,California
0,6-25,1,I don't know,No,No,Very easy,0,0,No,,0,No,5,0,Maybe/Not sure,No,3,37,Male,,Canada,
0,More than 1000,1,Yes,No,I don't know,Somewhat difficult,1,2,Yes,Yes,1,Yes,9,0,Maybe/Not sure,No,1,42,Male,White,United States of America,Washington
0,More than 1000,1,Yes,No,No,I don't know,1,3,Don't Know,,1,Yes,5,0,"Yes, I observed","Yes, I observed",2,31,Male,,Brazil,
0,More than 1000,1,I don't know,No,I don't know,Somewhat easy,0,5,No,,0,I don't know,7,0,No,No,3,22,male,,Spain,
0,100-500,1,I don't know,No,No,Very easy,1,5,Yes,Yes,1,Yes,9,0,No,No,2,40,male,,Spain,
0,More than 1000,1,Yes,Yes,Yes,Neither easy nor difficult,0,9,No,,0,No,6,0,No,Maybe/Not sure,4,50,M,I prefer not to answer,United States of America,Florida
0,More than 1000,1,I don't know,Yes,I don't know,Difficult,0,6,No,,0,No,8,0,No,Maybe/Not sure,3,31,female,,India,
0,More than 1000,1,Yes,Yes,Yes,Somewhat easy,1,7,Yes,Yes,1,Yes,8,0,Maybe/Not sure,"Yes, I experienced",3,29,"female, she/her",,Canada,
0,100-500,0,No,No,No,Somewhat difficult,0,5,Possibly,,0,No,4,0,No,No,2,40,Male,,India,
0,More than 1000,1,No,No,No,Somewhat difficult,0,3,Possibly,,0,No,4,0,Maybe/Not sure,Maybe/Not sure,3,33,female,,Canada,
0,26-100,1,I don't know,I don't know,No,Somewhat easy,0,5,No,,0,No,4,0,"Yes, I observed",No,3,29,Male,,Sweden,
0,More than 1000,1,I don't know,Yes,Yes,Very easy,0,6,No,,0,No,6,0,No,Maybe/Not sure,4,27,female,White,United States of America,Massachusetts
0,More than 1000,1,Yes,Yes,I don't know,Somewhat easy,1,9,Yes,Yes,1,Yes,7,0,"Yes, I observed","Yes, I experienced",3,36,Male,White,United States of America,Washington
0,More than 1000,1,Yes,Yes,Yes,I don't know,1,4,Possibly,,0,No,5,0,Maybe/Not sure,Maybe/Not sure,3,33,Female,White,United States of America,Maine
0,6-25,1,I don't know,No,No,Somewhat easy,0,2,Possibly,,0,Yes,8,0,"Yes, I observed",No,1,40,Male,,Sweden,
0,26-100,1,Yes,Yes,Yes,I don't know,1,7,No,,0,Yes,7,0,Maybe/Not sure,Maybe/Not sure,3,42,Male,,Canada,
0,500-1000,1,I don't know,No,I don't know,I don't know,1,4,Possibly,,1,Yes,8,0,No,No,3,31,Male,,United Kingdom,
0,More than 1000,1,Yes,Yes,Yes,Somewhat easy,1,7,Possibly,,0,No,8,1,Maybe/Not sure,"Yes, I experienced",4,35,female,,Mongolia,
0,More than 1000,1,Yes,Yes,Yes,Somewhat easy,0,8,Possibly,,1,I don't know,5,0,No,"Yes, I observed",3,46,male,White,United States of America,Florida
0,100-500,1,Yes,Yes,I don't know,Somewhat easy,1,7,Yes,Yes,1,Yes,9,0,"Yes, I experienced","Yes, I experienced",2,54,female,White,United States of America,Virginia
0,500-1000,1,I don't know,No,No,Somewhat easy,0,5,No,,0,No,8,0,No,No,3,33,Male,,India,
0,100-500,1,No,No,No,Difficult,1,2,No,,0,I don't know,8,0,"Yes, I observed",No,3,40,Female,,India,
0,100-500,1,I don't know,Yes,Yes,Neither easy nor difficult,0,6,Don't Know,,0,No,8,0,No,No,4,23,Female,,Serbia,
0,500-1000,1,I don't know,No,No,Neither easy nor difficult,0,4,Possibly,,0,Yes,5,0,"Yes, I observed",No,2,32,Male,White,United States of America,Massachusetts
0,More than 1000,1,Yes,Yes,Yes,Difficult,0,8,Possibly,,1,Yes,7,0,Maybe/Not sure,Maybe/Not sure,3,26,Woman,Asian,United States of America,California
0,More than 1000,1,Yes,Yes,No,Somewhat easy,0,8,No,,0,No,9,0,No,Maybe/Not sure,4,30,Male,,Germany,
0,More than 1000,1,No,Yes,I don't know,Very easy,0,6,No,,0,No,7,0,No,No,5,30,Male,,India,
0,26-100,1,Yes,Yes,No,Somewhat easy,1,7,Yes,Yes,1,No,4,0,Maybe/Not sure,"Yes, I observed",3,44,male,White,United States of America,Arizona
0,100-500,1,Not eligible for coverage / NA,I don't know,I don't know,Somewhat difficult,1,5,No,,1,No,10,0,"Yes, I observed",Maybe/Not sure,2,37,Male,White,United States of America,Oregon
0,More than 1000,1,I don't know,No,No,Somewhat easy,1,5,Don't Know,,0,No,4,0,No,"Yes, I observed",2,37,Male,,India,
0,500-1000,1,Yes,Yes,No,I don't know,0,2,Don't Know,,0,No,7,0,"Yes, I observed",No,2,29,Female,,Brazil,
0,26-100,1,Yes,No,No,Very easy,1,8,No,,1,I don't know,6,0,No,Maybe/Not sure,4,39,male,White,United States of America,Texas
0,6-25,1,I don't know,No,I don't know,Very easy,1,10,Yes,Yes,1,No,8,0,No,"Yes, I experienced",4,20,Male,,Spain,
0,100-500,1,I don't know,No,I don't know,Neither easy nor difficult,0,0,Don't Know,,0,No,7,0,"Yes, I observed",Maybe/Not sure,2,44,Male,White,United States of America,New York
0,26-100,1,No,No,No,I don't know,0,2,Don't Know,,0,No,5,0,"Yes, I observed",No,2,23,male,,Egypt,
0,More than 1000,1,Yes,Yes,Yes,Very easy,0,10,No,,0,Yes,10,0,No,Maybe/Not sure,3,22,Female,Asian,United States of America,Washington
0,More than 1000,1,I don't know,No,Yes,I don't know,0,8,No,,0,No,0,0,No,No,3,31,female,Asian,United States of America,Washington
0,26-100,1,Yes,Yes,Yes,Neither easy nor difficult,0,6,Yes,Yes,1,I don't know,9,0,No,Maybe/Not sure,4,59,male,White,United States of America,Utah
0,More than 1000,1,No,Yes,Yes,Somewhat difficult,0,10,No,,0,No,10,0,No,Maybe/Not sure,3,30,Female,,United States of America,Indiana
0,26-100,1,Yes,Yes,No,Somewhat easy,0,7,Yes,Yes,1,Yes,10,0,"Yes, I observed","Yes, I observed",4,48,F,White,United States of America,Indiana
0,More than 1000,1,I don't know,I don't know,I don't know,Somewhat difficult,0,2,Don't Know,,1,No,2,0,"Yes, I observed","Yes, I observed",3,30,female,,India,
0,More than 1000,1,Yes,No,No,Neither easy nor difficult,0,4,No,,0,No,0,0,No,"Yes, I observed",4,23,male,,Germany,
0,500-1000,1,Yes,No,No,Somewhat easy,0,3,No,,0,No,5,0,No,No,3,27,Male,Asian,United States of America,California
0,26-100,1,I don't know,No,No,Somewhat difficult,0,5,Possibly,,1,Yes,2,0,"Yes, I experienced",No,3,53,female,White,United States of America,Washington
0,500-1000,1,I don't know,No,I don't know,Somewhat easy,0,6,No,,0,No,3,0,Maybe/Not sure,Maybe/Not sure,3,62,Male,White,United States of America,New York
0,More than 1000,1,Yes,No,I don't know,Difficult,1,7,Possibly,,1,Yes,9,1,"Yes, I experienced","Yes, I experienced",2,32,mostly male,White,United States of America,Vermont
0,More than 1000,0,No,No,No,I don't know,1,0,No,,1,No,5,0,No,No,1,34,Male,,India,
0,More than 1000,1,I don't know,No,No,Somewhat easy,0,4,Possibly,,0,Yes,5,0,No,No,3,29,male,,India,
0,More than 1000,1,I don't know,I don't know,I don't know,Neither easy nor difficult,0,6,Don't Know,,0,No,8,0,No,No,3,32,Female,,India,
0,500-1000,1,No,No,No,Somewhat easy,0,4,Don't Know,,0,No,6,0,No,No,2,46,Male,,Brazil,
0,More than 1000,1,No,No,No,Very easy,1,3,Yes,Yes,1,Yes,10,0,Maybe/Not sure,"Yes, I experienced",1,42,male,,Netherlands,
0,26-100,1,No,No,No,Somewhat difficult,1,5,Possibly,,1,I don't know,9,0,"Yes, I experienced","Yes, I experienced",3,32,Male,,Finland,
0,More than 1000,0,I don't know,No,I don't know,Very easy,0,4,Yes,Yes,1,Yes,10,0,Maybe/Not sure,"Yes, I observed",2,28,male,,Iceland,
0,6-25,1,No,Yes,I don't know,Very easy,0,10,Yes,Yes,1,Yes,10,1,No,"Yes, I observed",3,45,Male,White,United States of America,Wisconsin
0,26-100,1,No,No,I don't know,Somewhat easy,1,3,No,,1,No,8,0,Maybe/Not sure,"Yes, I observed",2,29,Female,,Spain,
0,More than 1000,0,Yes,Yes,No,I don't know,1,6,Possibly,,1,No,1,0,Maybe/Not sure,Maybe/Not sure,3,27,M,,Colombia,
0,6-25,1,No,No,No,Very easy,1,5,Possibly,,1,No,10,0,No,Maybe/Not sure,1,47,male,,Netherlands,
0,100-500,1,I don't know,Yes,Yes,Very easy,0,10,Don't Know,,0,I don't know,10,0,"Yes, I observed","Yes, I observed",4,24,Female,,Philippines,
0,More than 1000,1,Yes,No,Yes,I don't know,0,5,Yes,Yes,1,Yes,7,1,"Yes, I experienced",Maybe/Not sure,5,32,female,Black or African American,United States of America,Georgia
0,100-500,1,Yes,Yes,No,Somewhat easy,1,7,No,,0,I don't know,8,0,No,"Yes, I observed",4,26,Male,Asian,United States of America,Illinois
0,100-500,1,No,No,No,Very easy,1,4,Yes,Yes,1,Yes,9,0,"Yes, I observed","Yes, I experienced",4,34,male,,Germany,
0,26-100,1,Yes,No,No,Somewhat easy,1,5,No,,0,I don't know,7,0,"Yes, I experienced","Yes, I observed",4,45,cisgender male,White,United States of America,Georgia
0,More than 1000,1,Yes,Yes,Yes,I don't know,1,9,No,,0,No,5,0,No,"Yes, I observed",4,21,Female,Asian,United States of America,Washington
0,100-500,0,No,No,No,Difficult,0,2,No,,0,No,1,0,No,Maybe/Not sure,2,44,Female,,India,
0,More than 1000,1,I don't know,I don't know,Yes,Neither easy nor difficult,0,5,Possibly,,0,No,8,0,Maybe/Not sure,Maybe/Not sure,4,47,male,,India,
0,More than 1000,1,Not eligible for coverage / NA,No,No,Somewhat easy,0,2,Possibly,,0,Yes,7,0,No,"Yes, I experienced",2,40,Male,,Brazil,
0,100-500,0,I don't know,I don't know,I don't know,Somewhat easy,0,5,Don't Know,,0,No,7,0,No,Maybe/Not sure,4,25,Female,,Malaysia,
0,More than 1000,1,Yes,Yes,I don't know,Difficult,1,5,Possibly,,1,Yes,7,1,Maybe/Not sure,"Yes, I observed",1,24,Female,White,United States of America,North Carolina
0,More than 1000,1,Yes,Yes,Yes,I don't know,1,7,No,,0,No,5,0,No,Maybe/Not sure,5,26,female,,Indonesia,
0,6-25,1,No,No,No,Difficult,0,2,Possibly,,0,I don't know,8,0,Maybe/Not sure,Maybe/Not sure,2,31,male,,South Africa,
0,500-1000,1,No,Yes,No,Somewhat difficult,0,2,Possibly,,0,No,4,0,No,No,1,26,female,,Poland,
0,More than 1000,0,I don't know,Yes,Yes,Neither easy nor difficult,0,7,No,,0,No,6,0,No,No,5,32,Male,,India,
0,More than 1000,0,I don't know,Yes,Yes,Somewhat difficult,0,5,Yes,Yes,0,No,6,0,Maybe/Not sure,Maybe/Not sure,3,33,Female,,India,
0,500-1000,1,Yes,Yes,Yes,Somewhat easy,1,8,Yes,Yes,1,Yes,9,0,"Yes, I observed","Yes, I observed",2,42,F,White,United States of America,Minnesota
0,100-500,1,Yes,Yes,Yes,Somewhat easy,1,7,Yes,Yes,1,Yes,6,0,Maybe/Not sure,"Yes, I experienced",2,46,Male,,United Kingdom,
0,More than 1000,1,Yes,Yes,No,I don't know,0,3,Yes,Yes,1,No,1,0,"Yes, I experienced","Yes, I experienced",3,30,m,White,United States of America,New York
0,More than 1000,1,No,Yes,Yes,Neither easy nor difficult,1,4,No,,1,I don't know,5,0,Maybe/Not sure,"Yes, I experienced",3,24,Male,,India,
0,26-100,0,I don't know,No,No,Somewhat difficult,0,7,Possibly,,0,No,4,0,Maybe/Not sure,"Yes, I experienced",3,42,m,,India,
0,More than 1000,1,I don't know,No,I don't know,Neither easy nor difficult,0,5,No,,0,No,5,1,No,No,3,28,male,,India,
0,More than 1000,1,Yes,Yes,Yes,Very easy,0,5,No,,0,No,3,0,Maybe/Not sure,No,2,27,Female,White,United States of America,Georgia
0,More than 1000,1,Yes,Yes,Yes,Very easy,1,8,Possibly,,0,No,2,0,Maybe/Not sure,"Yes, I observed",3,62,Male,White,United States of America,Washington
0,More than 1000,1,No,No,No,Difficult,1,0,No,,1,No,8,0,"Yes, I observed",No,2,34,male,,Turkey,
0,500-1000,1,I don't know,Yes,No,Very easy,1,7,Yes,Yes,1,No,8,0,No,Maybe/Not sure,4,38,Male,,Spain,
0,26-100,1,Not eligible for coverage / NA,Yes,Yes,Very easy,1,8,Yes,Yes,1,Yes,10,1,No,"Yes, I experienced",2,42,Male,,Spain,
0,More than 1000,1,I don't know,Yes,Yes,Very easy,0,5,Possibly,,0,No,5,0,No,No,3,35,male,White,United States of America,Massachusetts
0,More than 1000,1,Yes,Yes,Yes,Somewhat easy,1,8,Possibly,,1,No,8,1,Maybe/Not sure,"Yes, I experienced",2,32,Male,,United Kingdom,
0,26-100,1,No,No,No,Somewhat difficult,0,2,No,,0,No,6,0,No,No,3,32,Female,White,United States of America,Texas
0,26-100,1,No,No,No,Somewhat easy,0,1,No,,0,No,0,0,Maybe/Not sure,"Yes, I experienced",3,25,female,,Sri Lanka,
0,More than 1000,1,No,Yes,I don't know,Very easy,1,7,Possibly,,0,No,3,0,No,"Yes, I observed",3,52,Male,,Australia,
0,More than 1000,1,No,No,No,Difficult,0,4,Yes,No,0,I don't know,7,0,No,No,1,24,F,,France,
0,1-5,1,I don't know,No,No,Neither easy nor difficult,1,7,No,,1,Yes,1,1,"Yes, I experienced","Yes, I experienced",1,24,MAle,,Bangladesh,
0,More than 1000,1,Yes,Yes,Yes,I don't know,1,5,No,,1,Yes,7,1,"Yes, I experienced","Yes, I experienced",3,48,F,Asian,United States of America,Florida
0,26-100,0,Yes,Yes,Yes,I don't know,1,9,Yes,Yes,1,I don't know,7,0,"Yes, I observed","Yes, I observed",3,24,Male,,Canada,
0,More than 1000,1,I don't know,No,No,Somewhat difficult,0,4,Don't Know,,1,Yes,10,0,Maybe/Not sure,"Yes, I observed",2,32,Male,,Canada,
0,More than 1000,1,Yes,No,I don't know,I don't know,0,5,No,,0,I don't know,7,0,Maybe/Not sure,Maybe/Not sure,2,21,Male,,Ireland,
0,100-500,1,Yes,No,No,Difficult,1,2,Yes,Yes,1,I don't know,1,1,"Yes, I experienced",No,3,34,male,White,United States of America,Wisconsin
0,More than 1000,1,Yes,No,I don't know,Somewhat easy,0,5,No,,0,I don't know,8,0,No,No,3,25,Male,,Canada,
0,26-100,1,Yes,Yes,Yes,Very easy,1,3,Yes,Yes,1,Yes,9,0,No,Maybe/Not sure,2,39,Male,White,United States of America,Colorado
0,More than 1000,1,No,No,No,Neither easy nor difficult,0,7,No,,0,No,5,0,No,Maybe/Not sure,3,25,Male,,India,
0,More than 1000,1,I don't know,Yes,Yes,I don't know,1,7,Don't Know,,0,No,3,1,"Yes, I observed",No,1,28,F,,France,
0,More than 1000,1,Yes,Yes,Yes,Very easy,1,9,Possibly,,1,Yes,8,0,No,No,2,39,Male,White,United States of America,Massachusetts
0,500-1000,0,I don't know,No,No,Somewhat easy,0,5,Don't Know,,0,I don't know,5,0,"Yes, I experienced","Yes, I observed",3,20,m,,United Kingdom,
0,26-100,1,Yes,Yes,Yes,Difficult,1,4,Yes,Yes,1,Yes,3,0,"Yes, I observed","Yes, I experienced",2,40,Female,,United Kingdom,
0,More than 1000,1,I don't know,I don't know,I don't know,Somewhat easy,0,3,No,,0,No,3,0,"Yes, I observed",No,2,31,male,,India,
0,More than 1000,1,No,No,No,Somewhat difficult,0,2,No,,0,No,9,0,No,No,2,53,Male,Asian,United States of America,New York
0,26-100,1,Yes,Yes,Yes,Very easy,1,7,Possibly,,0,No,4,0,"Yes, I experienced",No,3,23,F,,Philippines,
0,100-500,1,I don't know,No,I don't know,Somewhat easy,1,5,Yes,Yes,1,Yes,7,0,No,No,3,34,Male,White,United States of America,Tennessee
0,500-1000,1,Yes,Yes,Yes,Difficult,0,5,Possibly,,1,Yes,5,0,"Yes, I observed",No,3,43,Male,,Canada,
0,500-1000,1,Not eligible for coverage / NA,Yes,No,Very easy,1,8,No,,0,No,8,0,"Yes, I observed",No,4,37,male,,Netherlands,
0,26-100,1,I don't know,Yes,Yes,Very easy,1,5,Don't Know,,0,No,8,0,No,Maybe/Not sure,4,25,Male,White,United States of America,Nebraska
0,26-100,1,Yes,No,Yes,I don't know,1,7,Possibly,,0,Yes,7,0,"Yes, I observed","Yes, I experienced",1,51,male,White,United States of America,Nebraska
0,26-100,1,I don't know,No,I don't know,Somewhat difficult,1,4,No,,0,I don't know,4,0,Maybe/Not sure,"Yes, I observed",2,27,Male,White,United States of America,Illinois
0,100-500,1,I don't know,Yes,Yes,Very easy,0,3,No,,0,Yes,3,0,No,"Yes, I observed",3,37,male,White,United States of America,Nebraska
0,26-100,1,I don't know,I don't know,I don't know,I don't know,0,4,No,,0,No,1,0,No,No,3,46,m,White,United States of America,Nebraska
0,100-500,0,Yes,No,No,Somewhat difficult,1,5,Yes,Yes,1,Yes,5,0,No,Maybe/Not sure,3,36,female,White,United States of America,Nebraska
0,26-100,1,Yes,No,I don't know,Somewhat easy,1,5,Yes,Yes,1,Yes,7,0,No,No,3,39,Female,White,United States of America,Nebraska
1,,,,,,,,,Possibly,,1,Yes,5,0,Maybe/Not sure,No,3,35,Male,White,United States of America,Wisconsin
0,26-100,1,Yes,Yes,Yes,Very easy,1,7,No,,0,No,5,0,No,No,2,49,,,United Kingdom,
0,6-25,1,I don't know,No,I don't know,Somewhat easy,1,8,Possibly,,1,I don't know,2,0,"Yes, I observed",Maybe/Not sure,3,45,Male,,United Kingdom,
0,100-500,1,Yes,No,I don't know,Very easy,1,5,Possibly,,1,No,5,0,Maybe/Not sure,"Yes, I experienced",4,40,M,,United Kingdom,
1,,,,,,,,,No,,0,No,4,0,No,"Yes, I observed",2,37,male,,Netherlands,
0,More than 1000,1,I don't know,No,No,Somewhat easy,1,7,Possibly,,1,Yes,8,0,No,Maybe/Not sure,3,31,Male,White,United States of America,Connecticut
0,500-1000,1,Yes,Yes,I don't know,Somewhat difficult,1,5,Yes,Yes,1,Yes,6,0,No,No,4,37,Male,White,United States of America,Georgia
0,100-500,1,Yes,Yes,I don't know,Somewhat difficult,0,7,Yes,Yes,1,No,2,0,"Yes, I observed","Yes, I observed",3,26,female,White,United States of America,Pennsylvania
0,100-500,1,Yes,No,Yes,Neither easy nor difficult,1,2,Yes,Yes,0,No,9,0,No,Maybe/Not sure,3,43,M,,Canada,
0,100-500,1,Yes,Yes,Yes,Somewhat easy,1,9,Possibly,,1,Yes,9,0,"Yes, I observed","Yes, I experienced",2,35,Male,White,United States of America,North Carolina
1,,,,,,,,,No,,0,Yes,1,0,No,Maybe/Not sure,4,31,male,,Turkey,
0,100-500,1,Yes,Yes,I don't know,Very easy,1,6,Possibly,,0,Yes,10,0,"Yes, I observed","Yes, I observed",3,32,F,I prefer not to answer,United States of America,New York
0,More than 1000,1,Yes,Yes,Yes,I don't know,0,6,Yes,Yes,1,I don't know,7,0,Maybe/Not sure,No,3,37,Male,White,United States of America,Washington
0,6-25,1,I don't know,No,No,Somewhat easy,0,7,No,,0,I don't know,6,0,No,No,3,41,Male,White,United States of America,Tennessee
0,100-500,0,Yes,Yes,Yes,I don't know,1,10,Yes,Yes,1,Yes,8,0,"Yes, I observed","Yes, I experienced",4,40,f,I prefer not to answer,United States of America,New York
0,500-1000,1,I don't know,No,No,Neither easy nor difficult,1,5,Yes,Yes,1,I don't know,8,1,"Yes, I observed",Maybe/Not sure,3,37,male,White,United States of America,New York
0,100-500,1,Yes,Yes,Yes,Neither easy nor difficult,0,3,Possibly,,1,Yes,2,0,"Yes, I experienced",No,2,53,"Let's keep it simple and say ""male""",White,United States of America,Oregon
