Are you self-employed?,How many employees does your company or organization have?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Have you ever discussed your mental health with coworkers?,"Overall, how much importance does your employer place on mental health?",Do you *currently* have a mental health disorder?,Have you ever been *diagnosed* with a mental health disorder?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,How willing would you be to share with friends and family that you have a mental illness?,Are you openly identified at work as a person with a mental health issue?,Have you observed or experienced an *unsupportive or badly handled response* to a mental health issue in your current or previous workplace?,Have you observed or experienced a *supportive or well handled response* to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",Age,Gender,Race,Country,State
0,6-25,1,I don't know,No,No,Very easy,1,1,No,,1,Yes,0,0,No,No,1,29,male,More than one of the above,United States of America,Tennessee
0,500-1000,1,I don't know,No,No,Somewhat easy,1,9,Yes,Yes,1,Yes,10,1,No,"Yes, I observed",5,37,Male,White,United States of America,New York
0,100-500,1,I don't know,No,I don't know,Somewhat easy,0,0,Yes,Yes,1,Yes,10,0,Maybe/Not sure,"Yes, I experienced",4,45,female,White,United States of America,Wisconsin
0,6-25,1,I don't know,No,I don't know,Very easy,1,6,Possibly,,0,No,10,0,No,"Yes, I experienced",3,26,Male,,Netherlands,
0,100-500,1,Yes,Yes,Yes,Very easy,1,7,Yes,Yes,1,Yes,8,0,Maybe/Not sure,"Yes, I experienced",4,28,Male,White,United States of America,Colorado
0,100-500,1,Yes,Yes,No,I don't know,0,7,Yes,Yes,1,I don't know,7,0,No,No,3,24,Female,White,United States of America,Massachusetts
0,100-500,1,Yes,No,I don't know,Very easy,1,5,Possibly,,0,Yes,7,0,"Yes, I observed",Maybe/Not sure,4,27,Male,White,United States of America,Tennessee
0,100-500,1,Yes,No,I don't know,Somewhat easy,0,7,No,,1,No,9,0,Maybe/Not sure,Maybe/Not sure,3,42,Male,White,United States of America,Florida
1,,,,,,,,,No,,0,No,5,0,No,No,4,53,Female,White,United States of America,Minnesota
0,100-500,1,Not eligible for coverage / NA,Yes,No,Very easy,1,6,Possibly,,0,No,4,0,"Yes, I observed","Yes, I observed",2,34,Male,,United Kingdom,
0,500-1000,1,Yes,Yes,I don't know,Somewhat easy,1,7,Yes,Yes,1,I don't know,5,1,"Yes, I experienced","Yes, I experienced",2,23,Non-binary,,United Kingdom,
0,More than 1000,1,I don't know,No,I don't know,Somewhat easy,0,4,Don't Know,,0,I don't know,5,0,No,No,4,34,M,White,United States of America,Tennessee
0,6-25,1,I don't know,No,No,Very easy,0,5,Possibly,,0,Yes,5,0,No,No,4,27,Male,White,United States of America,Tennessee
0,100-500,1,Yes,No,I don't know,Somewhat easy,0,7,Possibly,,1,I don't know,5,0,Maybe/Not sure,"Yes, I observed",3,31,Male,White,United States of America,New York
1,,,,,,,,,No,,0,No,8,0,"Yes, I observed","Yes, I observed",3,30,Male,,Belgium,
1,,,,,,,,,Yes,Yes,1,No,6,0,Maybe/Not sure,Maybe/Not sure,3,58,Male,White,United States of America,Illinois
0,More than 1000,1,Yes,Yes,Yes,Somewhat difficult,0,6,No,,0,No,7,0,No,No,3,50,Male,White,United States of America,Tennessee
0,100-500,1,Yes,Yes,Yes,Somewhat easy,1,6,Yes,Yes,1,Yes,6,0,Maybe/Not sure,No,2,41,Male,White,United States of America,California
0,26-100,1,I don't know,No,No,Neither easy nor difficult,0,0,Possibly,,0,No,3,0,"Yes, I observed",No,1,40,male,,Croatia,
1,,,,,,,,,Yes,Yes,1,I don't know,4,0,No,Maybe/Not sure,1,28,Male,,Belgium,
0,1-5,1,Yes,No,Yes,Somewhat difficult,1,7,No,,0,No,3,0,No,No,2,49,Identify as male,,Other,
0,More than 1000,1,I don't know,No,I don't know,Very easy,1,3,Yes,Yes,1,Yes,9,0,No,"Yes, I experienced",2,37,Male,White,United States of America,New York
1,,,,,,,,,Yes,Yes,1,I don't know,7,0,Maybe/Not sure,Maybe/Not sure,4,36,m,White,United States of America,Illinois
0,6-25,1,Yes,Yes,Yes,Very easy,1,10,Possibly,,1,No,10,1,"Yes, I experienced","Yes, I experienced",1,52,Male,White,United States of America,Tennessee
0,More than 1000,1,Yes,Yes,Yes,Very easy,0,9,No,,0,I don't know,8,0,No,No,2,33,,,Canada,
1,,,,,,,,,No,,0,I don't know,6,0,No,"Yes, I observed",3,54,Female,,Canada,
1,,,,,,,,,Don't Know,,0,No,7,0,No,No,1,38,Male,,United Kingdom,
1,,,,,,,,,Yes,Yes,1,No,9,0,Maybe/Not sure,Maybe/Not sure,3,64,Male,,United Kingdom,
1,,,,,,,,,Don't Know,,1,No,1,0,No,No,1,40,Male,,United Kingdom,
0,26-100,1,Yes,No,I don't know,I don't know,0,2,Yes,Yes,0,I don't know,4,0,Maybe/Not sure,No,3,37,Male,White,United States of America,Michigan
0,More than 1000,1,I don't know,I don't know,Yes,Somewhat difficult,1,7,Yes,Yes,1,No,7,0,"Yes, I experienced",No,4,53,Female,White,United States of America,Wyoming
0,6-25,1,No,No,No,Somewhat easy,0,3,No,,0,I don't know,5,0,Maybe/Not sure,No,2,55,male,,United Kingdom,
0,6-25,1,I don't know,Yes,No,Somewhat difficult,0,3,Possibly,,1,Yes,10,0,"Yes, I experienced",Maybe/Not sure,2,30,Male,I prefer not to answer,United States of America,Utah
0,500-1000,1,Yes,No,No,Somewhat easy,0,1,No,,1,Yes,2,0,"Yes, I observed","Yes, I experienced",1,35,Male,White,United States of America,California
0,More than 1000,1,Yes,I don't know,I don't know,Somewhat difficult,0,7,Possibly,,0,Yes,6,0,No,"Yes, I experienced",3,60,Male,,United States of America,Georgia
0,100-500,1,Yes,Yes,Yes,Somewhat easy,0,5,No,,0,No,5,0,Maybe/Not sure,Maybe/Not sure,3,34,female,White,United States of America,Colorado
0,More than 1000,1,No,No,No,Difficult,0,2,No,,1,Yes,2,0,"Yes, I observed","Yes, I observed",2,35,Male,White,United States of America,Colorado
0,More than 1000,1,Yes,No,No,Somewhat difficult,0,0,Possibly,,1,Yes,2,0,No,No,2,34,Male,White,United States of America,Tennessee
0,26-100,1,I don't know,No,No,Very easy,0,3,Don't Know,,0,Yes,0,0,No,No,4,28,Male,White,United States of America,Colorado
0,26-100,1,I don't know,No,No,Neither easy nor difficult,0,2,Yes,Yes,1,Yes,5,0,"Yes, I experienced",No,2,28,Woman,White,United States of America,Colorado
0,26-100,1,I don't know,No,No,Somewhat difficult,0,5,No,,0,No,5,0,"Yes, I experienced",Maybe/Not sure,2,36,,,United Kingdom,
0,6-25,1,No,No,No,Somewhat difficult,0,0,Don't Know,,0,I don't know,6,0,Maybe/Not sure,Maybe/Not sure,3,24,Male,,Ghana,
1,,,,,,,,,No,,0,I don't know,3,0,Maybe/Not sure,Maybe/Not sure,2,50,Male,White,United States of America,Colorado
0,More than 1000,1,Yes,No,Yes,I don't know,0,4,Possibly,,1,I don't know,3,0,Maybe/Not sure,"Yes, I observed",2,55,Male,White,United States of America,Colorado
0,26-100,1,Yes,No,I don't know,Neither easy nor difficult,0,6,Yes,Yes,1,No,7,1,"Yes, I experienced",No,3,32,Male,,Norway,
0,500-1000,1,Yes,Yes,Yes,Somewhat difficult,0,5,Possibly,,1,I don't know,8,0,"Yes, I experienced",Maybe/Not sure,3,33,Male,White,United States of America,California
0,500-1000,1,Yes,No,No,I don't know,0,5,Yes,Yes,1,Yes,2,0,No,Maybe/Not sure,4,30,Female,,Portugal,
0,500-1000,1,Yes,No,I don't know,Very easy,0,9,Possibly,,0,Yes,5,0,"Yes, I experienced","Yes, I experienced",4,30,Male,,Portugal,
0,100-500,1,Yes,Yes,No,I don't know,0,7,No,,0,I don't know,8,0,No,No,3,34,Male,,Portugal,
0,100-500,1,No,No,No,Very easy,1,7,Possibly,,1,Yes,8,0,No,Maybe/Not sure,3,36,Female,,Portugal,
0,100-500,1,No,No,No,Somewhat easy,0,5,Yes,Yes,1,Yes,8,0,Maybe/Not sure,No,2,30,Male,,Portugal,
0,1-5,1,No,Yes,No,I don't know,0,8,No,,0,No,7,0,No,Maybe/Not sure,2,29,Male,,Portugal,
0,500-1000,1,No,No,No,Somewhat easy,0,3,No,,1,Yes,6,0,No,No,3,34,M,,Portugal,
0,100-500,1,No,No,No,Very easy,1,3,Possibly,,1,No,5,0,Maybe/Not sure,"Yes, I experienced",3,40,M,,Portugal,
0,500-1000,1,Not eligible for coverage / NA,No,No,I don't know,0,5,Possibly,,0,I don't know,5,0,Maybe/Not sure,Maybe/Not sure,3,31,Non binary,,Portugal,
0,100-500,1,I don't know,No,I don't know,I don't know,0,8,No,,0,Yes,7,0,No,No,4,27,Masculine,,Portugal,
0,More than 1000,1,Yes,Yes,Yes,Somewhat easy,0,7,Possibly,,0,Yes,9,0,No,Maybe/Not sure,4,47,M,White,United States of America,Alabama
0,100-500,1,Yes,No,Yes,Difficult,0,4,Yes,Yes,1,Yes,8,0,No,No,3,24,Female,White,United States of America,Colorado
0,100-500,1,Yes,No,No,Somewhat easy,0,3,No,,1,No,5,0,No,No,1,36,Male,,Portugal,
0,100-500,1,I don't know,No,I don't know,Neither easy nor difficult,0,5,No,,0,I don't know,8,0,No,Maybe/Not sure,2,28,male,,Portugal,
0,500-1000,1,Yes,Yes,Yes,Somewhat easy,1,7,No,,0,No,7,0,Maybe/Not sure,"Yes, I observed",2,34,Male,,United Kingdom,
0,100-500,1,I don't know,No,No,Somewhat easy,1,5,No,,0,No,8,0,No,"Yes, I observed",2,28,Male,,Portugal,
0,500-1000,1,Yes,No,No,I don't know,0,4,No,,1,Yes,9,0,"Yes, I observed",No,2,36,M,,Portugal,
0,100-500,1,Yes,I don't know,No,Somewhat easy,0,8,Don't Know,,0,I don't know,7,0,No,No,4,24,male,,Portugal,
0,6-25,1,Yes,No,No,I don't know,0,5,Possibly,,1,Yes,10,0,No,"Yes, I experienced",4,32,Cishet male,White,United States of America,Colorado
0,26-100,1,No,Yes,No,Very easy,1,3,Yes,Yes,1,I don't know,6,0,Maybe/Not sure,"Yes, I observed",2,33,Male,,United Kingdom,
0,100-500,1,I don't know,I don't know,I don't know,Somewhat easy,0,5,No,,1,I don't know,7,0,No,"Yes, I observed",3,39,Male,More than one of the above,United States of America,California
0,More than 1000,1,Yes,No,Yes,I don't know,0,5,Yes,Yes,1,I don't know,5,0,"Yes, I experienced",No,3,26,female,More than one of the above,United States of America,Colorado
0,100-500,1,Yes,Yes,Yes,Somewhat easy,1,7,Yes,Yes,1,Yes,8,1,Maybe/Not sure,"Yes, I observed",3,32,Female,White,United States of America,Michigan
0,26-100,1,Yes,Yes,Yes,Somewhat easy,1,7,No,,1,I don't know,8,0,No,No,3,42,Male,,United Kingdom,
0,More than 1000,1,Yes,No,Yes,I don't know,,8,Yes,Yes,0,I don't know,1,0,"Yes, I observed","Yes, I observed",2,41,M,White,United States of America,Indiana
0,100-500,1,Yes,Yes,No,Somewhat difficult,1,4,Possibly,,1,Yes,10,0,"Yes, I experienced","Yes, I observed",2,32,Male,,Canada,
0,More than 1000,1,No,No,Yes,I don't know,0,3,Don't Know,,1,Yes,0,0,No,No,1,32,F,White,United States of America,North Carolina
0,100-500,1,Yes,I don't know,Yes,Very easy,0,8,No,,1,Yes,4,0,No,Maybe/Not sure,3,31,Female,White,United States of America,California
0,100-500,1,Not eligible for coverage / NA,No,No,Somewhat easy,1,7,Yes,Yes,1,Yes,9,1,"Yes, I experienced","Yes, I observed",3,34,Non-binary,,Switzerland,
0,More than 1000,1,Yes,Yes,Yes,Difficult,0,1,Possibly,,0,Yes,1,0,"Yes, I observed",No,2,36,None,,United Kingdom,
0,100-500,1,I don't know,Yes,I don't know,Very easy,0,10,No,,0,No,3,0,"Yes, I observed","Yes, I experienced",3,33,male,,Switzerland,
0,26-100,1,I don't know,No,I don't know,Somewhat easy,0,5,Yes,Yes,1,Yes,10,0,No,"Yes, I experienced",3,30,male,White,United States of America,Tennessee
0,26-100,1,I don't know,No,No,Difficult,1,0,Yes,Yes,1,Yes,8,1,"Yes, I experienced","Yes, I experienced",1,45,Female,White,United States of America,Vermont
0,More than 1000,1,Yes,Yes,Yes,Very easy,1,7,No,,0,No,10,0,No,"Yes, I observed",4,30,Male,White,United States of America,Minnesota
1,,,,,,,,,Possibly,,1,Yes,2,0,No,No,3,48,Male,,United Kingdom,
0,100-500,1,Yes,No,No,Somewhat difficult,0,5,Possibly,,0,I don't know,6,0,"Yes, I observed",Maybe/Not sure,3,29,Male,,Portugal,
1,,,,,,,,,Yes,Yes,1,I don't know,8,1,"Yes, I experienced",No,2,35,Female-identified,,Canada,
0,100-500,1,I don't know,No,I don't know,I don't know,1,2,Yes,No,1,I don't know,5,0,"Yes, I observed",Maybe/Not sure,1,41,Male,White,United States of America,Indiana
0,26-100,1,Yes,No,No,Neither easy nor difficult,1,5,Possibly,,0,Yes,10,0,No,"Yes, I experienced",3,27,F,White,United States of America,Indiana
0,6-25,1,Yes,No,Yes,Very easy,1,8,Possibly,,1,I don't know,9,0,No,No,2,42,Male,White,United States of America,Nebraska
0,100-500,1,I don't know,No,No,I don't know,1,3,Possibly,,1,Yes,8,0,No,Maybe/Not sure,2,32,male,White,United States of America,Kansas
0,100-500,1,I don't know,I don't know,I don't know,Very easy,0,5,No,,0,No,7,0,No,No,4,32,Male,White,United States of America,Nebraska
0,1-5,1,Yes,No,No,Very easy,1,8,Yes,Yes,1,Yes,8,0,No,No,2,20,Woman,White,United States of America,Nebraska
1,,,,,,,,,Yes,Yes,1,Yes,8,0,Maybe/Not sure,"Yes, I experienced",2,24,woman,White,United States of America,Georgia
0,500-1000,1,I don't know,Yes,I don't know,Very easy,0,6,No,,0,No,6,0,No,Maybe/Not sure,4,0,male,White,United States of America,Nebraska
0,26-100,1,I don't know,No,No,Very easy,0,7,No,,0,No,7,0,No,"Yes, I observed",3,38,Male,White,United States of America,Nebraska
0,6-25,1,I don't know,No,No,Neither easy nor difficult,0,5,Yes,Yes,1,I don't know,6,0,Maybe/Not sure,Maybe/Not sure,3,31,Male,White,United States of America,Nebraska
0,26-100,0,Yes,Yes,Yes,Somewhat difficult,1,1,Yes,Yes,1,Yes,3,1,"Yes, I experienced","Yes, I experienced",4,26,M,More than one of the above,United States of America,Alaska
0,26-100,1,Yes,No,No,Somewhat easy,1,6,Yes,Yes,1,Yes,7,0,Maybe/Not sure,"Yes, I experienced",4,40,Male,White,United States of America,Missouri
0,6-25,1,Yes,No,No,Somewhat easy,0,7,Yes,Yes,1,Yes,9,0,No,Maybe/Not sure,2,30,male,White,United States of America,Nebraska
0,26-100,1,Yes,No,I don't know,Very easy,0,0,Yes,Yes,1,No,5,0,"Yes, I experienced",No,1,38,Male,White,United States of America,Nebraska
0,More than 1000,1,Yes,Yes,Yes,Somewhat easy,0,5,No,,1,No,7,0,No,No,4,28,male,White,United States of America,Virginia
0,More than 1000,0,Not eligible for coverage / NA,No,No,Somewhat difficult,0,1,Don't Know,,0,No,4,0,Maybe/Not sure,Maybe/Not sure,2,28,Female,,Pakistan,
0,More than 1000,0,Yes,No,Yes,I don't know,1,3,Yes,Yes,1,Yes,7,0,"Yes, I experienced",No,1,30,Male,White,United States of America,Washington
0,More than 1000,1,Yes,Yes,Yes,Neither easy nor difficult,1,5,Yes,Yes,1,Yes,10,1,No,"Yes, I observed",3,23,Nonbinary,White,United States of America,Minnesota
0,More than 1000,1,I don't know,No,No,I don't know,1,3,Don't Know,,0,I don't know,10,0,Maybe/Not sure,No,5,30,male,White,United States of America,Georgia
0,More than 1000,0,Yes,Yes,Yes,Somewhat easy,1,9,Yes,Yes,1,Yes,9,0,Maybe/Not sure,"Yes, I experienced",4,33,female,White,United States of America,Oregon
0,500-1000,1,Yes,No,No,Somewhat difficult,1,4,No,,1,Yes,10,0,No,No,3,53,Female,White,United States of America,Washington
0,More than 1000,1,Yes,Yes,I don't know,Neither easy nor difficult,1,2,Yes,Yes,1,I don't know,5,1,"Yes, I observed","Yes, I experienced",2,38,Male,White,United States of America,Washington
0,26-100,1,No,No,No,Somewhat easy,0,0,Possibly,,0,No,10,0,Maybe/Not sure,No,1,34,male,,Poland,
0,More than 1000,1,I don't know,No,I don't know,Somewhat easy,0,7,No,,0,I don't know,5,0,No,No,4,40,Male,White,United States of America,Kansas
0,More than 1000,1,Yes,No,I don't know,I don't know,0,5,No,,0,Yes,8,0,No,No,4,42,Male,Asian,United States of America,Florida
0,6-25,1,Yes,No,No,Somewhat easy,1,5,Yes,Yes,1,I don't know,10,1,No,Maybe/Not sure,3,42,Male,White,United States of America,Illinois
0,26-100,1,Yes,No,Yes,I don't know,1,5,Yes,Yes,1,I don't know,6,0,No,No,3,38,Male,,Canada,
0,More than 1000,1,Yes,No,Yes,Somewhat easy,1,6,Yes,Yes,1,Yes,10,1,Maybe/Not sure,"Yes, I experienced",2,33,agender,White,United States of America,Washington
0,100-500,1,Yes,I don't know,I don't know,I don't know,1,5,Yes,Yes,1,Yes,9,0,Maybe/Not sure,"Yes, I experienced",4,35,Male,White,United States of America,Ohio
0,100-500,1,No,No,No,Somewhat easy,0,2,Possibly,,0,I don't know,4,0,No,No,2,27,Female,,Spain,
0,More than 1000,1,Not eligible for coverage / NA,Yes,No,Somewhat easy,0,7,No,,0,No,7,0,No,No,3,28,Female,,Turkey,
0,More than 1000,1,No,No,No,Somewhat easy,0,1,Yes,No,1,No,0,0,No,No,1,42,Male,,India,
0,More than 1000,1,I don't know,No,No,I don't know,0,5,Don't Know,,0,I don't know,5,0,I've always been self-employed,Maybe/Not sure,4,35,f,,Brazil,
0,More than 1000,1,Yes,No,Yes,Somewhat difficult,1,1,No,,1,No,5,0,No,No,3,40,Male,White,United States of America,Tennessee
0,100-500,1,Yes,Yes,No,Somewhat difficult,0,5,Yes,Yes,1,Yes,1,0,"Yes, I experienced",No,2,54,female,White,United States of America,Illinois
0,100-500,1,Yes,No,No,Very easy,0,9,No,,1,Yes,10,0,Maybe/Not sure,Maybe/Not sure,3,37,male,White,United States of America,Ohio
0,More than 1000,0,Yes,I don't know,Yes,Somewhat difficult,1,8,Yes,Yes,1,I don't know,8,1,No,"Yes, I experienced",4,26,Female,White,United States of America,New York
0,100-500,1,I don't know,No,No,I don't know,0,0,Possibly,,0,I don't know,0,1,Maybe/Not sure,No,1,37,Male,,Brazil,
0,More than 1000,1,Yes,No,No,Somewhat easy,1,0,Yes,Yes,1,I don't know,8,0,"Yes, I observed",No,1,49,Female,White,United States of America,Ohio
0,More than 1000,1,I don't know,Yes,Yes,Somewhat easy,0,8,No,,0,No,5,0,"Yes, I observed","Yes, I observed",4,23,Male,Asian,United States of America,New Jersey
0,100-500,1,Yes,Yes,Yes,Very easy,1,8,Yes,Yes,1,I don't know,6,1,Maybe/Not sure,"Yes, I experienced",3,42,Female,,United Kingdom,
0,More than 1000,1,Yes,Yes,Yes,Difficult,0,4,Possibly,,0,No,5,0,Maybe/Not sure,"Yes, I observed",2,49,Male,,Netherlands,
1,,,,,,,,,Don't Know,,0,No,6,0,Maybe/Not sure,Maybe/Not sure,3,38,male,,Poland,
0,100-500,1,I don't know,Yes,Yes,Somewhat difficult,0,6,No,,0,Yes,0,0,"Yes, I observed",Maybe/Not sure,3,41,F,,United Kingdom,
0,100-500,1,Yes,Yes,Yes,Somewhat easy,1,8,No,,1,No,7,0,No,"Yes, I observed",3,33,male,,United Kingdom,
0,26-100,1,Yes,Yes,I don't know,Somewhat easy,1,5,Yes,Yes,1,Yes,10,1,No,"Yes, I observed",2,27,Man,White,United States of America,Pennsylvania
0,More than 1000,1,Yes,Yes,Yes,Somewhat easy,1,7,No,,0,No,6,0,No,No,1,47,male,,United Kingdom,
0,100-500,1,I don't know,Yes,No,Somewhat difficult,0,3,Yes,Yes,1,Yes,8,0,No,No,2,28,Male,White,United States of America,Pennsylvania
0,More than 1000,1,Yes,No,No,Somewhat difficult,1,4,Yes,Yes,1,Yes,7,0,"Yes, I observed",No,1,49,Female,,Canada,
0,More than 1000,0,I don't know,No,No,Somewhat difficult,0,5,Possibly,,1,I don't know,3,0,Maybe/Not sure,Maybe/Not sure,3,23,Male,,United Kingdom,
0,More than 1000,1,Yes,Yes,I don't know,I don't know,1,6,Yes,Yes,1,I don't know,2,0,No,No,1,23,Questioning,Black or African American,United States of America,Ohio
1,,,,,,,,,Yes,Yes,1,Yes,7,0,"Yes, I experienced",Maybe/Not sure,2,38,cis male,White,United States of America,Illinois
0,1-5,1,No,I don't know,No,Very easy,1,10,Yes,Yes,1,Yes,10,1,Maybe/Not sure,"Yes, I observed",1,45,Male,White,United States of America,Colorado
1,,,,,,,,,Possibly,,1,Yes,5,0,Maybe/Not sure,Maybe/Not sure,2,35,male,White,United States of America,North Carolina
1,,,,,,,,,Yes,Yes,1,Yes,8,0,Maybe/Not sure,"Yes, I observed",4,51,Male,,Austria,
1,,,,,,,,,No,,0,Yes,6,0,"Yes, I experienced","Yes, I experienced",3,34,female,White,United States of America,California
0,26-100,1,Yes,Yes,Yes,Somewhat easy,1,7,Possibly,,1,Yes,3,0,Maybe/Not sure,Maybe/Not sure,2,29,male,White,United States of America,California
0,26-100,1,I don't know,No,I don't know,Somewhat easy,1,3,Possibly,,0,I don't know,2,0,No,Maybe/Not sure,1,40,Male,White,United States of America,California
1,,,,,,,,,Possibly,,0,No,7,0,No,"Yes, I experienced",4,38,male,,Germany,
0,26-100,1,Yes,No,No,I don't know,1,2,Yes,Yes,1,Yes,10,0,"Yes, I experienced",No,2,32,Cis Male,White,United States of America,Maryland
0,More than 1000,1,Yes,Yes,I don't know,Difficult,1,4,Yes,Yes,1,Yes,7,0,"Yes, I observed","Yes, I experienced",2,22,female,White,United States of America,California
0,1-5,1,Yes,Yes,I don't know,Very easy,1,8,Yes,Yes,1,Yes,7,0,Maybe/Not sure,"Yes, I experienced",2,28,Male,White,United States of America,California
0,More than 1000,1,I don't know,Yes,I don't know,I don't know,0,4,Yes,Yes,1,I don't know,3,0,Maybe/Not sure,No,1,29,female,White,United States of America,Maryland
1,,,,,,,,,No,,0,No,7,0,No,Maybe/Not sure,3,32,I have a penis,White,United States of America,Illinois
0,100-500,1,Yes,No,I don't know,I don't know,1,5,Yes,Yes,1,Yes,8,0,"Yes, I experienced",Maybe/Not sure,3,38,female,White,United States of America,Illinois
0,26-100,1,I don't know,No,I don't know,Very easy,1,5,No,,0,No,7,0,No,No,2,30,Male,Hispanic,United States of America,Illinois
0,More than 1000,1,Yes,I don't know,Yes,Neither easy nor difficult,0,5,Yes,Yes,1,Yes,8,0,Maybe/Not sure,Maybe/Not sure,2,37,Female,White,United States of America,Virginia
0,More than 1000,1,Yes,Yes,Yes,Difficult,1,5,Yes,Yes,1,Yes,3,1,No,No,2,38,Female,White,United States of America,Texas
0,100-500,1,Yes,Yes,Yes,Difficult,1,5,Yes,Yes,1,Yes,10,1,"Yes, I experienced","Yes, I experienced",1,51,F,White,United States of America,Florida
0,More than 1000,1,Yes,Yes,Yes,Very easy,1,8,Yes,Yes,1,Yes,9,0,No,"Yes, I experienced",2,39,Male,White,United States of America,Virginia
0,More than 1000,1,Yes,I don't know,I don't know,I don't know,0,8,Don't Know,,0,No,4,0,No,No,3,22,Male,White,United States of America,Virginia
0,More than 1000,1,Yes,I don't know,Yes,Very easy,1,5,Yes,Yes,1,Yes,8,0,"Yes, I experienced","Yes, I experienced",3,26,Male,White,United States of America,Virginia
0,100-500,1,I don't know,No,No,Somewhat easy,1,1,Possibly,,0,Yes,5,0,"Yes, I observed",Maybe/Not sure,1,42,m,More than one of the above,United States of America,Oklahoma
0,100-500,1,Not eligible for coverage / NA,Yes,No,I don't know,0,2,Yes,Yes,1,No,3,0,"Yes, I observed",No,1,49,male,,United Kingdom,
0,More than 1000,1,Yes,Yes,Yes,Very easy,1,8,No,,0,Yes,10,0,No,"Yes, I observed",3,48,Male,,United Kingdom,
0,More than 1000,1,Yes,Yes,Yes,Very easy,1,8,No,,1,Yes,9,0,"Yes, I experienced","Yes, I observed",3,25,male,,Germany,
0,6-25,1,Not eligible for coverage / NA,No,No,Very easy,1,8,Yes,Yes,1,I don't know,7,0,No,"Yes, I observed",5,31,Male,,Israel,
0,1-5,1,Yes,No,Yes,Neither easy nor difficult,1,8,No,,0,No,5,0,"Yes, I observed","Yes, I observed",3,63,Male,White,United States of America,Georgia
0,More than 1000,1,No,No,No,Difficult,0,5,Don't Know,,0,No,8,0,No,No,3,30,Female,,Turkey,
0,100-500,1,I don't know,No,I don't know,Very easy,1,10,No,,1,I don't know,10,0,No,"Yes, I experienced",3,34,male,,Switzerland,
0,100-500,1,No,No,No,Somewhat easy,1,3,Possibly,,1,Yes,8,0,"Yes, I experienced","Yes, I experienced",2,41,Male,,Netherlands,
